"id";"latitude";"longitude";"name";"light";"number";"address";"activate";"no_available";"total_bases";"dock_bikes";"free_bases";"reservations_count";"district";"neighborhood";"startDate"
21;"40.4192342";"-3.6954615";"Banco de España A";2;"20a";"Calle Alcalá nº 49";1;0;30;11;18;0;"01  CENTRO";"01-04 JUSTICIA";2014-06-23
23;"40.4197872";"-3.7014814";"Red de San Luis A";3;"21a";"Calle Montera nº 48";1;1;24;0;0;0;"01  CENTRO";"01-06 SOL";2014-06-23
24;"40.4197204";"-3.7015235";"Red de San Luis B";3;"21b";"Calle Montera nº 47";1;1;24;0;0;0;"01  CENTRO";"01-06 SOL";2014-06-23
25;"40.4200783";"-3.7065376";"Jacometrezo";1;"22";"Calle Jacometrezo nº 3";1;0;24;17;7;0;"01  CENTRO";"01-06 SOL";2014-06-23
26;"40.4197429";"-3.7080733";"Santo Domingo";2;"23";"Plaza de Santo Domingo nº 1";1;0;24;15;9;0;"01  CENTRO";"01-01 PALACIO";2014-06-23
27;"40.4182146";"-3.7103538";"Palacio de Oriente";0;"24";"Calle Carlos III nº 1";1;0;24;7;17;0;"01  CENTRO";"01-01 PALACIO";2014-06-23
28;"40.4173114";"-3.7064809";"Plaza de Celenque A";2;"25a";"Plaza de Celenque nº 1";1;0;24;10;13;0;"01  CENTRO";"01-06 SOL";2014-06-23
29;"40.4172781";"-3.7063837";"Plaza de Celenque B";2;"25b";"Plaza de Celenque nº 1";1;0;24;13;11;0;"01  CENTRO";"01-06 SOL";2014-06-23
30;"40.423855";"-3.694475";"Plaza de las Salesas";0;"26";"Plaza de las Salesas 7";1;0;24;5;18;0;"01  CENTRO";"01-04 JUSTICIA";2014-06-23
31;"40.4132798";"-3.6956178";"Huertas";2;"27";"Calle Jesús nº 1";1;0;24;12;9;0;"01  CENTRO";"01-03 CORTES";2014-06-23
32;"40.4181663";"-3.6992600";"Sevilla";2;"28";"Calle Alcalá nº 27";1;0;24;12;8;0;"01  CENTRO";"01-03 CORTES";2014-06-23
33;"40.4162619";"-3.6957355";"Marqués de Cubas";2;"29";"Calle del Marqués de Cubas nº 25";1;0;24;11;10;0;"01  CENTRO";"01-03 CORTES";2014-06-23
34;"40.4192095";"-3.7115040";"San Quintín";2;"30";"Calle Pavía nº 6";1;0;27;13;14;0;"01  CENTRO";"01-01 PALACIO";2014-06-23
35;"40.4163638";"-3.7068969";"Calle Mayor";0;"31";"Calle Mayor nº 20";1;0;27;7;19;0;"01  CENTRO";"01-06 SOL";2014-06-23
36;"40.4150099";"-3.7061032";"Plaza de la Provincia";1;"32";"Plaza de la Provincia nº 1";1;0;18;17;1;0;"01  CENTRO";"01-06 SOL";2014-06-23
37;"40.4157138";"-3.7031808";"Carretas";3;"33";"Calle Carretas nº 8";1;1;24;0;0;0;"01  CENTRO";"01-06 SOL";2014-06-23
38;"40.4146755";"-3.7036825";"Jacinto Benavente";0;"34";"Plaza de Jacinto Benavente";1;0;24;3;20;0;"01  CENTRO";"01-03 CORTES";2014-06-23
39;"40.4141931";"-3.7103285";"Plaza del Cordón";2;"35";"Plaza del Cordón nº 1";1;0;24;8;16;0;"01  CENTRO";"01-01 PALACIO";2014-06-23
40;"40.4167281";"-3.7124038";"Plaza de Ramales";2;"36";"Plaza de Ramales nº 1";1;0;24;8;16;0;"01  CENTRO";"01-01 PALACIO";2014-06-23
41;"40.4108442";"-3.7144964";"Plaza San Francisco";2;"37";"Plaza de San Francisco nº 5";1;0;24;7;15;0;"01  CENTRO";"01-01 PALACIO";2014-06-23
42;"40.4110406";"-3.7120734";"Plaza de los Carros";2;"38";"Carrera de San Francisco nº 1";1;0;24;16;7;0;"01  CENTRO";"01-01 PALACIO";2014-06-23
43;"40.4112744";"-3.7088337";"Plaza de la Cebada";1;"39";"Plaza de la Cebada nº 16 ";1;0;27;19;8;0;"01  CENTRO";"01-01 PALACIO";2014-06-23
44;"40.4138846";"-3.7049407";"Conde de Romanones";1;"40";"Plaza del Conde de Romanones nº 9";1;0;24;18;6;0;"01  CENTRO";"01-02 EMBAJADORES";2014-06-23
45;"40.4122047";"-3.6991147";"Antón Martín";3;"41";"Calle Atocha nº 54";1;1;21;0;0;0;"01  CENTRO";"01-02 EMBAJADORES";2014-06-23
46;"40.4107085";"-3.6982318";"Santa Isabel";0;"42";"Calle Santa Isabel nº 32";1;0;24;3;15;0;"01  CENTRO";"01-02 EMBAJADORES";2014-06-23
47;"40.4101564";"-3.7025024";"Jesús y María";0;"43";"Calle Lavapiés nº 34-36";1;0;24;6;14;0;"01  CENTRO";"01-02 EMBAJADORES";2014-06-23
48;"40.4097617";"-3.7040666";"Plaza de Nelson Mandela";1;"44";"Calle Mesón de Paredes nº 35";1;0;21;15;6;0;"01  CENTRO";"01-02 EMBAJADORES";2014-06-23
