day,hour,date,day_of_week,registered,casual,total,temperature,rain_mm3,rain,windspeed
2018-09-27,22,2018-09-27 22:00:00+02:00,Thursday,593,10,603,20.0,0.0,0.0,0.7
2018-09-27,23,2018-09-27 23:00:00+02:00,Thursday,579,8,587,19.1,0.0,0.0,0.7
2018-09-28,0,2018-09-28 00:00:00+02:00,Friday,526,4,530,19.7,0.0,0.0,1.1
2018-09-28,1,2018-09-28 01:00:00+02:00,Friday,344,0,344,21.1,0.0,0.0,1.1
2018-09-28,2,2018-09-28 02:00:00+02:00,Friday,200,0,200,20.3,0.0,0.0,1.1
2018-09-28,3,2018-09-28 03:00:00+02:00,Friday,114,0,114,17.9,0.0,0.0,1.1
2018-09-28,4,2018-09-28 04:00:00+02:00,Friday,60,0,60,16.6,0.0,0.0,1.1
2018-09-28,5,2018-09-28 05:00:00+02:00,Friday,84,0,84,15.5,0.0,0.0,1.1
2018-09-28,6,2018-09-28 06:00:00+02:00,Friday,128,0,128,14.4,0.0,0.0,1.1
2018-09-28,7,2018-09-28 07:00:00+02:00,Friday,570,2,572,13.6,0.0,0.0,1.1
2018-09-28,8,2018-09-28 08:00:00+02:00,Friday,215,0,215,13.1,0.0,0.0,1.1
